question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
Laptop này có phù hợp cho việc chơi game nặng không?,0,1,0
"Màn hình của máy có kích thước và độ phân giải bao nhiêu?

",0,0,1
Laptop Acer Gaming Aspire 5 A515-58G-53CM có cấu hình như thế nào?,0,0,1
Sản phẩm có giá bao nhiêu?,1,0,0
Hệ thống tản nhiệt trên MSI Prestige 14 có hoạt động hiệu quả không?,0,0,1
Độ phủ màu màn hình 100 sRGB có ý nghĩa gì với người làm đồ họa không?,0,1,1
Công nghệ True Pixel Display trên máy là gì?,0,0,1
Laptop này có hỗ trợ kết nối Wi-Fi 6 không?,0,0,1
RAM 16GB DDR4 có thể nâng cấp được không?,0,0,1
"MSI Prestige 14 có chạy tốt Photoshop, Illustrator không?",0,1,0
Card đồ họa NVIDIA GeForce GTX 1650 Max-Q có phù hợp để chỉnh sửa video không?,0,1,1
Laptop này có xử lý tốt các tác vụ đồ họa nặng không?,0,1,0
Lenovo Legion Pro 5 16IRX9 có hỗ trợ VR không?,0,0,1
Máy có tính năng bảo mật nào đặc biệt không?,0,0,1
Lenovo Legion Pro 5 16IRX9 có phù hợp cho công việc đồ họa không?,0,1,0
Máy có hỗ trợ công nghệ sạc nhanh không?,0,0,1
Hệ điều hành Windows 11 trên máy có bản quyền không?,0,0,1
"Lenovo Legion Pro 5 16IRX9 có bao nhiêu cổng kết nối?

",0,0,1
"Thời lượng pin của Lenovo Legion Pro 5 16IRX9 là bao lâu?

",0,0,1
Máy hỗ trợ công nghệ làm mát nào để duy trì hiệu suất?,0,0,1
"Card đồ họa RTX 4060 8GB có đủ mạnh để chơi các game hiện đại không?

",0,1,1
Laptop Lenovo Legion Pro 5 16IRX9 có hiệu năng như thế nào?,0,0,1
máy này có giá bao nhiêu?,1,0,0
RAM 8GB DDR4 có hỗ trợ nâng cấp lên 16GB không?,0,0,1
Công nghệ âm thanh Harman Kardon trên máy có chất lượng tốt không?,0,0,1
Màn hình OLED 14 inch có đạt chuẩn 2.8K không?,0,0,1
Bảo hành hãng 2 năm cộng thêm 1 năm bảo hành FPT Shop là 3 năm đúng không?,0,0,1
thời lượng pin của laptop này là bao lâu,0,0,1
Có các máy nào chơi game tốt,0,1,0
Máy này bảo hành sao,0,0,1
Máy cho nữ dùng có nặng không?,0,1,1
Màn hình có lớn không và tần số quét là bao nhiêu?,0,0,1
laptop có đèn bàn phím không?,0,0,1
Máy này có bền không?,0,0,1
con này có cổng USB-C không,0,0,1
laptop này có cài sẵn Windows bản quyền không?,0,0,1
laptop này chơi game có ổn không,0,1,0
máy này có màn hình cảm ứng?,0,0,1
laptop này có phù hợp nhu cầu văn phòng không,0,1,0
Máy có hỗ trợ công nghệ Ray Tracing không?,0,0,1
MSI Gaming Katana 15 B13VFK có vân tay hoặc nhận diện khuôn mặt không?,0,0,1
Dung lượng RAM của MSI Gaming Katana 15 B13VFK là bao nhiêu và có thể nâng cấp thêm không?,0,0,1
Màn hình của MSI Gaming Katana 15 B13VFK có kích thước bao nhiêu và độ phân giải thế nào?,0,0,1
Laptop MSI Gaming Katana 15 B13VFK sử dụng chip xử lý nào và hiệu năng ra sao?,0,0,1
Máy này bảo hành bao lâu và có lỗi nhà sản xuất thì sao?,0,0,1
Bàn phím có đèn nền không?,0,0,1
Máy có những cổng kết nối nào?,0,0,1
Hiệu năng của máy có đáp ứng được các tác vụ nặng không?,0,1,0
Màn hình của máy có đặc điểm gì nổi bật?,0,0,1
Thiết kế của HP Envy x360 14-fa0045AU có gì đặc biệt và có phù hợp cho sinh viên không?,0,1,1
Trọng lượng của laptop là bao nhiêu?,0,0,1
Laptop này có phù hợp cho việc chơi game không?,0,1,0
Thời lượng pin của máy kéo dài bao lâu?,0,0,1
Màn hình laptop có kích thước và độ phân giải bao nhiêu?,0,0,1
Asus TUF Gaming FA506NFR-HN006W có cấu hình như thế nào?,0,0,1
Lenovo Legion 5 2024 thân máy toàn kim loại hay chỉ mặt A kim loại?,0,0,1
Máy này có vân tay và nhận diện khuôn mặt không?,0,0,1
máy này dùng học CNTT 3-4 năm có ổn không?,0,1,0
Màn hình máy bao nhiêu inch?,0,0,1
Sản phẩm có RAM loại DDR mấy?,0,0,1
Máy có hỗ trợ cổng tai nghe 3.5mm không?,0,0,1
Laptop có khe cắm thẻ nhớ không?,0,0,1
Hệ điều hành được cài đặt sẵn trên máy là gì?,0,0,1
Sản phẩm có độ phân giải màn hình là bao nhiêu?,0,0,1
Dung lượng ổ cứng của laptop bao nhiêu?,0,0,1
Laptop này sử dụng bộ vi xử lý nào?,0,0,1
Kích thước màn hình của laptop là bao nhiêu,0,0,1
Máy có nâng cấp được RAM và ổ cứng không?,0,0,1
Màn hình máy như thế nào,0,0,1
Máy có trọng lượng như thế nào,0,0,1
cấu hình Lenovo Ideapad Slim 5 14IMH9 Ultra 5-125H,0,0,1
Hỗ trợ nâng cấp RAM khi mua máy mới có làm mất bảo hành không và nếu có thì dùng RAM hãng hay RAM tự chuẩn bị?,0,0,1
chi phí nâng thêm 1 thanh RAM 8GB là bao nhiêu?,0,0,1
Máy này đang dùng RAM gì?,0,0,1
Máy có cổng HDMI không?,0,0,1
Máy có hệ thống tản nhiệt như thế nào,0,0,1
Laptop có bao nhiêu cổng USB,0,0,1
Laptop nào nhẹ cho sinh viên hay di chuyển nhiều?,0,1,0
laptop này có phù hợp với nhu cầu văn phòng không?,0,1,0
Có bao nhiêu màu?,0,0,1
Laptop được làm từ chất liệu gì?,0,0,1
Thời điểm ra mắt khi nào?,0,0,1
MacBook Pro 14 có nóng khi sử dụng lâu không?,0,0,1
Thời gian bảo hành thế nào?,0,0,1
Sử dụng wifi nào?,0,0,1
Thời lượng pin MacBook Pro 14 2023 là bao lâu?,0,0,1
MacBook Pro 2023 chạy macOS nào?,0,0,1
Cổng kết nối thế nào?,0,0,1
MacBook Pro 14 2023 nặng bao nhiêu,0,0,1
8GB RAM có đủ dùng không?,0,1,1
MacBook Pro M3 có chơi game tốt không?,0,1,0
Màn hình này có tần số quét cao không?,0,0,1
MacBook Pro 14 2023 sử dụng loại màn hình gì,0,0,1
MacBook Pro 14 M3 có tốt để chỉnh sửa video không?,0,1,0
Máy này có Office Home 2024 dùng vĩnh viễn không?,0,0,1
"Laptop nào tốt cho đồ họa, sáng tạo nội dung, render video và thiết kế?",0,1,0
Thông số màn hình và SSD của ASUS TUF Gaming A15 FA506NCR trên web có sai với thực tế không?,0,0,1
Hệ điều hành cài sẵn trên máy là gì?,0,0,1
Bàn phím có đèn nền không và có gõ êm không?,0,0,1
RAM của máy có thể nâng cấp được không?,0,0,1
Máy có hỗ trợ cảm ứng trên màn hình không?,0,0,1
Thời lượng pin sử dụng bao lâu cho công việc văn phòng?,0,0,1
Máy có màn hình bao nhiêu inch và độ phân giải là gì?,0,0,1
Máy này có card rời không?,0,0,1
Máy có card đồ họa rời hay card tích hợp?,0,0,1
Con này chơi game ổn không?,0,1,0
"So sánh Aspire 7 và Dell Inspiron N3520 i5 1235U/8GB/512GB/15.6FHD/Win11/Office HS21, con nào dùng lâu dài tốt hơn?",0,1,0
Học công nghệ thông tin thì sử dụng laptop nào ổn?,0,1,0
Con này sử dụng bộ vi xử lý nào?,0,0,1
Màn hình có kích thước và độ phân giải bao nhiêu?,0,0,1
ASUS Vivobook S16 OLED này có bảo mật vân tay không?,0,0,1
ASUS Vivobook S16 OLED S5606MA-MX051W có trọng lượng và kích thước như thế nào?,0,0,1
Sản phẩm này có hỗ trợ cài đặt Office miễn phí không?,0,0,1
Hệ thống âm thanh có tích hợp công nghệ gì đặc biệt không?,0,0,1
Máy có phù hợp để xử lý đồ họa hoặc lập trình không?,0,1,0
Máy có chạy tốt ứng dụng văn phòng và họp trực tuyến không?,0,1,0
"Thời lượng pin của máy là bao lâu khi sử dụng thông thường?
",0,0,1
Laptop này có cảm biến vân tay không?,0,0,1
Dell Inspiron N3520 có hỗ trợ phần mềm bản quyền đi kèm không?,0,0,1
"Giá của Dell Inspiron N3520 hiện nay là bao nhiêu?
",1,0,0
"RAM máy này chuẩn 3200 không, âm thanh như thế nào?",0,0,1
Máy có chơi được game AAA cấu hình trung bình không?,0,1,0
Laptop nào chơi Liên Minh tốt?,0,1,0
Máy có cổng Thunderbolt không hay chỉ hỗ trợ USB-C thường?,0,0,1
Máy có nóng khi chơi game hoặc chạy phần mềm nặng không? Quạt tản nhiệt có ồn không?,0,1,1
Pin của máy có hỗ trợ sạc nhanh không và thời gian sạc đầy là bao lâu?,0,0,1
Máy này có mở rộng RAM hoặc SSD không?,0,0,1
Màn hình 14 inch 2.2K có hỗ trợ cảm ứng không và độ sáng tối đa là bao nhiêu nit?,0,0,1
pin của máy này bao nhiêu Wh,0,0,1
Sản phẩm có sẵn Office không?,0,0,1
cấu hình này chơi được CS2 không,0,1,1
laptop có nâng cấp lên 16GB RAM được không?,0,0,1
cấu hình máy này chơi được game Roblox showcases với GTA 5 không,0,1,0
Máy có thể dùng để lập trình không?,0,1,0
Hệ điều hành mặc định là gì?,0,0,1
Máy có hỗ trợ Face ID không?,0,0,1
Cổng kết nối trên MacBook Air M2 có gì mới?,0,0,1
MacBook Air M2 phù hợp với ai?,0,1,0
Thời lượng pin của MacBook Air M2 bao lâu?,0,0,1
Màn hình Liquid Retina có đặc điểm gì nổi bật?,0,0,1
Máy có thiết kế như thế nào?,0,0,1
Dung lượng RAM 16GB của máy có ít không?,0,0,1
Máy này dùng cho đồ họa và chỉnh sửa video có ổn không?,0,1,0
MacBook Air M2 2022 có các cổng kết nối gì?,0,0,1
Bàn phím MacBook Air M2 2022 có tốt không?,0,0,1
máy tản nhiệt tốt không?,0,0,1
Có hỗ trợ phần mềm văn phòng như Microsoft Office không?,0,1,0
MacBook có chạy tốt phần mềm lập trình không?,0,1,0
Thời lượng pin của MacBook dùng bao lâu?,0,0,1
"MacBook có kết nối với điện thoại, tablet và màn hình ngoài không?",0,0,1
Bàn phím có dễ dùng không?,0,0,1
Máy này dùng được đồ họa nặng như Adobe Photoshop và Illustrator không?,0,1,0
hệ điều hành dùng có ổn định không,0,0,1
hiệu năng MacBook M1 so với các laptop khác trên thị trường?,0,0,1
Mac Air M2 giá bao nhiêu?,1,0,0
"So sánh chip máy này với i3 1215u, cái nào mạnh hơn?",0,0,1
Độ phủ màu bao nhiêu?,0,0,1
máy sử dụng công nghệ màn hình gì?,0,0,1
có thể nâng cấp RAM được không,0,0,1
Máy này có dùng để dạy Văn được không?,0,1,0
máy này có phù hợp để học ngoại ngữ không,0,1,0
Máy này có hỗ trợ nâng RAM không?,0,0,1
Máy này dùng để dạy học được không? Có cổng trình chiếu không?,0,1,1
Laptop nào cho con học đại học?,0,1,0
Macbook M1 có chạy được Photoshop không?,0,1,0
Máy có nóng khi sử dụng lâu không?,0,0,1
máy có hỗ trợ cổng HDMI không?,0,0,1
chơi được game nặng ổn không,0,1,0
làm đồ họa có ổn không?,0,1,0
Bàn phím MacBook có đèn không,0,0,1
Máy này học lập trình được không?,0,1,0
Dòng này có cài sẵn hệ điều hành không?,0,0,1
máy có những cổng kết nối nào?,0,0,1
Màn hình MacBook này là loại gì,0,0,1
Con này có chơi được game không?,0,1,0
pin máy này dùng được bao lâu,0,0,1
Có thể chọn gói Microsoft Office vĩnh viễn không?,0,0,1
"Máy có sẵn phần mềm văn phòng như Word, PowerPoint, Excel không?",0,0,1
MacBook này có Touch ID không?,0,0,1
có nâng cấp được RAM và ổ cứng không?,0,0,1
máy có bàn phím số không?,0,0,1
Máy này có bao nhiêu cổng kết nối?,0,0,1
Sản phẩm có thể sử dụng cho những công việc nào?,0,1,0
máy dùng màn hình gì?,0,0,1
MacBook Air 13 M1 2020 có đặc điểm gì nổi bật so với các dòng MacBook khác?,0,0,1
Máy này có phù hợp cho sinh viên năm 1 không?,0,1,0
"Máy có thiết kế vỏ kim loại hay nhựa, độ bền như thế nào?",0,0,1
RAM 12GB có nâng cấp được không và tối đa bao nhiêu?,0,0,1
có thể thay RAM gốc khi nâng cấp RAM cũ không?,0,0,1
Tại sao SSD 512GB trên laptop chỉ hiển thị 230GB?,0,0,1
"Máy này có 16GB RAM hay có thể nâng cấp RAM không, và chi phí nâng cấp là bao nhiêu?",1,0,1
Máy này có sạc bằng cổng type c không?,0,0,1
Sạc kèm theo máy bao nhiêu watt?,0,0,1
Thời lượng pin khoảng bao nhiêu?,0,0,1
"Bàn phím có đèn không, máy có chạy mượt tác vụ nặng khi không cắm sạc không?",0,1,1
Máy còn bảo hành khi nâng cấp RAM trực tiếp tại cửa hàng không?,0,0,1
Hỗ trợ lắp thêm RAM không?,0,0,1
Có chỗ lắp thêm SSD 1TB không?,0,0,1
Máy này bảo hành chính hãng mấy năm?,0,0,1
Nâng cấp RAM 8GB cho máy này có làm mất bảo hành không?,0,0,1
máy có hỗ trợ loa kép không?,0,0,1
Mang qua FPT nâng cấp RAM được không?,0,0,1
Chip 3050 H dùng cho nhiều nhu cầu được không?,0,1,0
Máy này tản nhiệt có tốt để chơi game không?,0,1,0
"2 khe SSD, mỗi khe lắp được 1TB (tổng 2TB) hay cả 2 khe lắp tối đa 1TB?",0,0,1
"Giá laptop này ở chi nhánh Thủ Đức Kha Vạn Cân có phải 18.450.000 không, hay giá online và giá tại cửa hàng khác nhau bao nhiêu?",1,0,0
Máy này có tương thích với phần mềm đồ họa chuyên nghiệp không?,0,1,0
Mẫu này không chơi game thì pin dùng được trong bao lâu?,0,0,1
"Máy này dùng ổ cứng gì, có nâng cấp được không?",0,0,1
Màn hình có tần số quét bao nhiêu và chất lượng hiển thị như thế nào?,0,0,1
Máy này có những cổng kết nối nào?,0,0,1
bàn phím có đèn không,0,0,1
Độ phủ màu của máy như thế nào?,0,0,1
màn hình máy này bao nhiêu inch,0,0,1
máy dùng công nghệ màn hình gì,0,0,1
Có cài win không?,0,0,1
Máy có hỗ trợ nâng cấp RAM không,0,0,1
Máy có cổng kết nối HDMI không,0,0,1
Card đồ họa của máy có đủ mạnh để chơi game không,0,1,1
Laptop này có màn hình như thế nào?,0,0,1
cấu hình như thế nào,0,0,1
Laptop có nâng cấp được RAM không?,0,0,1
Máy nâng cấp được mấy ổ SSD?,0,0,1
Hệ điều hành gì,0,0,1
Có hỗ trợ Wi-Fi 6 không?,0,0,1
Màn hình có độ sáng bao nhiêu nits?,0,0,1
Laptop này chơi game có ổn không?,0,1,0
Laptop này chơi game có tốt không?,0,1,0
Laptop này có phù hợp cho thiết kế nội thất không?,0,1,0
Màn hình có tần số quét bao nhiêu?,0,0,1
Đây là dòng mới nhất chưa?,0,0,1
Máy này có nặng không?,0,0,1
Máy này chơi game nặng được không?,0,1,0
Giá máy MSI GF63 Thin 12UC là bao nhiêu?,1,0,0
Máy có hỗ trợ các cổng kết nối nào?,0,0,1
Dung lượng ổ cứng bao nhiêu GB và loại nào?,0,0,1
Màn hình của máy có kích thước bao nhiêu inch?,0,0,1
Card đồ họa của máy là loại nào?,0,0,1
RAM của máy là bao nhiêu GB?,0,0,1
Máy MSI GF63 Thin 12UC có bộ vi xử lý nào?,0,0,1
Màn hình 15.6 inch FHD có chất lượng hiển thị sắc nét không?,0,0,1
Máy có phù hợp để làm đồ họa và chỉnh sửa video chuyên nghiệp không?,0,1,0
Thời lượng pin khi chơi game là bao lâu?,0,0,1
Bộ nhớ RAM 16GB có nâng cấp được không?,0,0,1
Laptop có cài sẵn win bản quyền miễn phí không?,0,0,1
Dell Vostro 15 3520 có thiết kế mỏng nhẹ và dễ dàng mang theo khi di chuyển không?,0,0,1
Dell Vostro 15 3520 có bảo mật vân tay hoặc phương pháp bảo mật khác không?,0,0,1
"Các cổng kết nối trên Dell Vostro 15 3520 có hỗ trợ USB-C, HDMI hoặc cổng kết nối khác không?",0,0,1
Thời lượng pin của máy khi dùng cho công việc văn phòng hoặc học tập là bao lâu?,0,0,1
"Dell Vostro 15 3520 có nâng cấp được RAM và ổ cứng không, dung lượng tối đa là bao nhiêu?",0,0,1
Dell Vostro 15 3520 có chạy đa nhiệm mượt mà khi mở nhiều ứng dụng cùng lúc không?,0,1,1
"Màn hình Dell Vostro 15 3520 có kích thước, độ phân giải và phù hợp cho công việc, giải trí không?",0,1,1
Dell Vostro 15 3520 với chip Intel Core i5-1235U có đủ mạnh cho công việc văn phòng và học tập không?,0,1,1
Khởi động máy cần giữ nút nguồn 3 giây là tính năng hay lỗi nút nguồn?,0,0,1
Thời lượng pin của Dell Vostro V3520 là bao nhiêu?,0,0,1
Dell Vostro V3520 có bao nhiêu cổng USB và HDMI?,0,0,1
Máy có hỗ trợ Wi-Fi và Bluetooth không?,0,0,1
"Màn hình của Dell Vostro V3520 có kích thước và độ phân giải bao nhiêu?

",0,0,1
Dell Vostro V3520 i5-1235U có cấu hình như thế nào,0,0,1
"Máy nào tốt nhất cho văn phòng, kinh doanh, di chuyển nhiều và có pin dùng cả ngày?",0,1,0
"Laptop nào phù hợp cho doanh nhân và người làm văn phòng cao cấp, hiệu năng vừa phải và có thời lượng pin dài?",0,1,0
"Laptop nào có thiết kế hiện đại, mỏng nhẹ, hoàn thiện tốt, cấu hình cao, phù hợp cho doanh nhân và người làm văn phòng?",0,1,1
Sản phẩm này có RAM 16GB hay 8GB?,0,0,1
máy này có bán R7 hoặc I7 không?,0,0,1
Máy này 16GB RAM là 2x8GB hay 1x16GB?,0,0,1
Máy này dùng keo tản nhiệt kim loại lỏng phải không? Bao lâu thì thay keo tản nhiệt một lần?,0,0,1
"So sánh chip i5 12450H RTX 4050, con nào chơi game tốt hơn?",0,1,1
So sánh hiệu năng giữa máy này và Acer Nitro 5 Tiger i7 12700H RTX 3050Ti về vẽ đồ họa và chạy đa nhiệm.,0,1,0
Máy này dùng đồ họa nhẹ và Capcut có ổn không?,0,1,0
Cấu hình này chơi Liên Minh và chỉnh sửa CapCut cơ bản có ổn không?,0,1,0
Học cơ khí thì dùng máy này có tốt không?,0,1,0
Quạt tản nhiệt hoạt động có gây ồn không?,0,0,1
Thời lượng pin khi sử dụng liên tục là bao lâu?,0,0,1
"Webcam trên máy có chất lượng tốt cho các buổi họp online không?
",0,1,1
Máy này vỏ nhôm hay nhựa?,0,0,1
Độ sáng màn hình cao không?,0,0,1
Chơi game lâu có nóng máy không?,0,0,1
Máy này chơi game có mượt không?,0,1,0
Acer Swift 3 giá bao nhiêu?,1,0,0
Thời lượng pin của máy là bao lâu,0,0,1
Acer Swift 3 có trọng lượng nhẹ không?,0,0,1
Máy có hỗ trợ card đồ họa rời không?,0,0,1
Cấu hình laptop này thế nào?,0,0,1
Màn hình của Acer Swift 3 có kích thước bao nhiêu?,0,0,1
nâng cấp RAM 16GB được không?,0,0,1
Giá mẫu này bao nhiêu?,1,0,0
VAIO FE14 có trọng lượng bao nhiêu?,0,0,1
VAIO FE14 có hỗ trợ tính năng bảo mật nào không?,0,0,1
Pin của VAIO FE14 sử dụng được bao lâu?,0,0,1
VAIO FE14 có card đồ họa rời không?,0,0,1
Máy này có màn hình bao nhiêu inch?,0,0,1
Nâng RAM lên 24 GB thì hết bao nhiêu tiền?,0,0,1
Con này năm nào?,0,0,1
máy này là hàng chính hãng hay xách tay?,0,0,1
RTX 4050 có mạnh hơn RTX 3050 không?,0,0,1
Laptop này có hỗ trợ MUX switch không?,0,0,1
Này là bản 2022 hay 2023,0,0,1
Keo tản nhiệt là loại kim loại lỏng hay loại khác? RTX 4050 của máy này là phiên bản bao nhiêu watt?,0,0,1
Con này dùng keo tản nhiệt gì?,0,0,1
"Laptop nào phù hợp cho học sinh sinh viên dùng 4 năm, đồ họa mạnh, RAM 16GB đa nhiệm tốt?",0,1,1
Máy có chơi game được không cần bàn phím rời không?,0,1,0
"Laptop nào phù hợp cho Gen Z năng động để chơi game, học tập, giải trí với hiệu năng hàng đầu phân khúc?",0,1,0
"Laptop nào có hiệu năng cao, chip dòng H, card đồ họa RTX 3050, chơi tốt phần mềm đồ họa và game nặng?",0,1,1
"laptop nào mạnh cho sáng tạo nội dung, bán hàng online, học tập online?",0,1,0
laptop nào phù hợp cho sinh viên thiết kế đồ họa chạy phần mềm chuyên dụng?,0,1,0
Laptop này có bao nhiêu khe SSD?,0,0,1
laptop này có ổ HDD không?,0,0,1
"Máy nào phù hợp cho công việc chỉnh ảnh, đồ họa, làm video, sáng tạo nội dung?",0,1,0
"Laptop nào có độ bền chuẩn quân đội cho làm việc, học tập, chơi game?",0,1,0
"Laptop gaming nào cho sinh viên dưới 20 triệu có cấu hình cao, hiệu năng tốt, chạy được phần mềm 3D và chỉnh ảnh?",1,1,1
"Laptop nào dùng tốt cho game, công việc, đồ họa và đa nhiệm?",0,1,0
Dòng máy đồ họa tốt nhất trong tầm giá,1,1,0
"laptop nào phù hợp cho marketing, làm báo cáo, trình bày, thiết kế quảng cáo, chỉnh sửa video cơ bản và dựng phim?",0,1,0
Có nâng cấp RAM được không và chi phí nâng cấp lên 32GB là bao nhiêu?,0,0,1
"Máy có dễ bảo trì, vệ sinh không?",0,0,1
Máy này có tốn điện không?,0,0,1
máy dùng bền không?,0,0,1
Có thể nâng RAM lên 16GB được không?,0,0,1
Máy này gắn được 3 ổ cứng không? Khe M.2 còn lại là SATA3 hay PCIe?,0,0,1
Máy này chạy Windows 11 Home Single Language phải không?,0,0,1
Máy có xử lý tốt phần mềm đồ họa không?,0,1,0
Acer Nitro AN515-58-52SP chơi game nặng có bị lag không?,0,1,0
Hàng này xách tay hay chính hãng?,0,0,1
Máy này có ổ cứng SSD và HDD không?,0,0,1
Dung lượng pin của máy là bao nhiêu?,0,0,1
Dòng này tản nhiệt có tốt không?,0,0,1
Máy có card đồ họa rời không?,0,0,1
Máy có thể nâng cấp RAM hoặc SSD không?,0,0,1
Chơi game có ổn không?,0,1,0
Máy ra mắt năm nào,0,0,1
Máy có loa ngoài chất lượng tốt không?,0,0,1
MacBook Air M3 có tích hợp camera không,0,0,1
Thời lượng pin của MacBook Air M3 là bao lâu,0,0,1
giá bao nhiêu nếu thanh toán luôn?,1,0,0
Máy hỗ trợ bao nhiêu màn hình ngoài?,0,0,1
Chip M3 mang lại lợi ích gì so với chip M2,0,0,1
Pin MacBook Air M3 kéo dài bao lâu,0,0,1
Dung lượng RAM 8GB có đủ không,0,0,1
Hiệu năng của chip M3 thế hệ mới ra sao,0,0,1
MacBook Air M3 có bền không,0,0,1
MacBook Air M3 có tính năng bảo mật gì,0,0,1
Màn hình của máy có điểm gì đặc biệt?,0,0,1
Máy phù hợp với đối tượng nào,0,1,0
MacBook Air M3 15 inch 2024 có những tính năng nổi bật nào,0,0,1
MacBook Air M3 15 inch có hỗ trợ sạc nhanh không,0,0,1
Cổng kết nối của máy có gì đặc biệt,0,0,1
Máy có bao nhiêu tùy chọn màu sắc,0,0,1
Hiệu năng chip M3 như thế nào,0,0,1
Màn hình máy lớn bao nhiêu,0,0,1
MacBook Air M3 15 inch có trọng lượng bao nhiêu,0,0,1
Máy có cổng kết nối nào,0,0,1
Máy có hỗ trợ Wi-Fi 6E không?,0,0,1
Chất liệu và thiết kế của máy có gì đặc biệt?,0,0,1
Loa của MacBook Air M3 có gì nổi bật,0,0,1
Máy có phù hợp để chỉnh sửa video không,0,1,0
Máy có hỗ trợ Face ID không,0,0,1
Hệ điều hành mặc định của máy là gì,0,0,1
Sạc MagSafe có ưu điểm gì,0,0,1
Thời lượng pin thực tế là bao lâu,0,0,1
Máy có được bảo hành bao lâu,0,0,1
thông số kỹ thuật cơ bản của máy,0,0,1
Màn hình của máy có điểm gì đặc biệt,0,0,1
Thời lượng pin của MacBook Pro M3 bao nhiêu?,0,0,1
Webcam có độ phân giải bao nhiêu?,0,0,1
Thời lượng pin của MacBook Pro M3?,0,0,1
MacBook Pro M3 2024 có kích thước màn hình bao nhiêu?,0,0,1
MacBook Pro M3 có phù hợp cho công việc lập trình không?,0,1,0
Bảo hành chính hãng bao lâu?,0,0,1
Macbook này nặng bao nhiêu kg?,0,0,1
Có phiên bản 1TB không?,0,0,1
Máy có webcam bao nhiêu MP?,0,0,1
Máy có cổng giao tiếp nào?,0,0,1
MacBook Air M3 phù hợp với ai?,0,1,0
Thời lượng pin của MacBook Air M3,0,0,1
MacBook Air M3 có bao nhiêu màu?,0,0,1
Máy này có cảm biến vân tay không?,0,0,1
Loại này chơi game như TFT có ổn không?,0,1,0
giá cài Microsoft 365 là bao nhiêu?,0,0,1
sản phẩm ra mắt lúc nào,0,0,1
Máy tản nhiệt tốt không?,0,0,1
Thời lượng pin kéo dài bao lâu,0,0,1
Máy có hỗ trợ cảm ứng không?,0,0,1
Kích thước màn hình của máy là bao nhiêu,0,0,1
Độ phân giải màn hình là bao nhiêu?,0,0,1
Máy RAM bao nhiêu GB và dung lượng bao nhiêu?,0,0,1
Máy có hỗ trợ sạc nhanh không,0,0,1
Thời gian sử dụng pin bao lâu?,0,0,1
Máy có hỗ trợ chơi game không,0,1,0
Có thể nâng cấp RAM và ổ cứng không?,0,0,1
Tần số quét của màn hình là bao nhiêu và có thể làm đồ hoạ nhẹ được không?,0,1,1
Máy có gập được 350 độ không?,0,0,1
Có cần mua bản quyền Office khi mua laptop không?,0,0,1
Dell Inspiron N3520 hỗ trợ kết nối Wi-Fi 6 không?,0,0,1
Hệ điều hành cài sẵn trên máy là Windows 10 hay Windows 11?,0,0,1
Màn hình của Dell Inspiron N3520 có độ phân giải Full HD không?,0,0,1
Máy có bảo mật vân tay hoặc công nghệ bảo mật khác không?,0,0,1
Acer Aspire Lite có thiết kế mỏng nhẹ và dễ dàng mang theo khi di chuyển không?,0,0,1
"Thời lượng pin của máy khi sử dụng liên tục là bao lâu, có đáp ứng được một ngày làm việc không?",0,1,1
"Cổng kết nối trên máy gồm những loại nào, có hỗ trợ USB-C hoặc HDMI để kết nối màn hình ngoài không?",0,0,1
Acer Aspire Lite AL16-51P-596H có hệ thống tản nhiệt hiệu quả để làm việc lâu dài không?,0,0,1
Máy có khả năng chạy đa nhiệm tốt không?,0,1,0
Dung lượng SSD của Acer Aspire Lite bao nhiêu và có nâng cấp được không?,0,0,1
Máy này có hỗ trợ tính năng chống chói trên màn hình không?,0,0,1
"Màn hình máy có kích thước bao nhiêu inch và độ phân giải như thế nào, có phù hợp xem phim hay làm đồ họa không?",0,1,1
Hiệu năng Core i5-1235U trên Acer Aspire Lite có đủ cho văn phòng và học tập không?,0,1,1
Hệ điều hành của Lenovo ThinkBook 16 G6 ABP R5 7530U là gì?,0,0,1
Lenovo ThinkBook 16 G6 ABP R5 7530U có hỗ trợ webcam không?,0,0,1
Máy có những cổng giao tiếp và kết nối nào?,0,0,1
Loại vi xử lý nào được trang bị trên máy?,0,0,1
Lenovo ThinkBook 16 G6 ABP R5 7530U có kích thước màn hình bao nhiêu inch?,0,0,1
Dòng máy này có màn hình cảm ứng không?,0,0,1
Bộ nhớ có thể nâng cấp lên 1TB không?,0,0,1
Máy có đèn nền bàn phím không?,0,0,1
Lenovo ThinkPad E14 Gen 5 có thể nâng cấp không?,0,0,1
Máy có khe cắm thẻ nhớ không?,0,0,1
Máy sử dụng hệ điều hành nào?,0,0,1
Kích thước và độ phân giải màn hình của máy là gì?,0,0,1
Dung lượng ổ cứng SSD của máy là bao nhiêu?,0,0,1
Laptop Asus Zenbook 14 OLED UM3402YA-KM826W sử dụng bộ vi xử lý nào?,0,0,1
Có cảm ứng màn hình không,0,0,1
Độ bao phủ màu của màn hình là gì?,0,0,1
Chất liệu vỏ là gì?,0,0,1
Máy có nâng cấp được ổ cứng không?,0,0,1
Máy có quạt tản nhiệt không và loa đơn hay đôi?,0,0,1
Thông số kỹ thuật của máy là gì?,0,0,1
Màn hình của máy có cảm ứng không?,0,0,1
Vỏ máy làm bằng gì và có bền không?,0,0,1
